"@timestamp","process.executable","process.name","process.working_directory","user.name","event.action","process.args",message
"Oct 25, 2022 @ 03:09:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 28980) by user root STARTED"
"Oct 25, 2022 @ 03:06:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 27438) by user root STOPPED"
"Oct 25, 2022 @ 03:06:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 27434) by user root STOPPED"
"Oct 25, 2022 @ 03:06:01.899","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 27438) by user root STARTED"
"Oct 25, 2022 @ 03:06:01.899","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 27434) by user root STARTED"
"Oct 25, 2022 @ 03:04:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 26410) by user root STOPPED"
"Oct 25, 2022 @ 03:04:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 26415) by user root STOPPED"
"Oct 25, 2022 @ 03:04:01.901","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 26415) by user root STARTED"
"Oct 25, 2022 @ 03:04:01.901","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 26410) by user root STARTED"
"Oct 25, 2022 @ 03:01:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 24821) by user root STOPPED"
"Oct 25, 2022 @ 03:01:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 24822) by user root STOPPED"
"Oct 25, 2022 @ 03:01:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 24821) by user root STARTED"
"Oct 25, 2022 @ 03:01:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 24822) by user root STARTED"
"Oct 25, 2022 @ 02:58:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 23275) by user root STOPPED"
"Oct 25, 2022 @ 02:58:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 23271) by user root STOPPED"
"Oct 25, 2022 @ 02:58:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 23271) by user root STARTED"
"Oct 25, 2022 @ 02:58:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 23275) by user root STARTED"
"Oct 25, 2022 @ 02:58:01.900","/bin/dash",sh,"/var/research",root,"process_error","/bin/sh, -c, sh test.sh","ERROR for PID 23559: failed to get namespaces for /bin/dash PID 23559: stat /proc/23559/ns/mnt: no such file or directory"
"Oct 25, 2022 @ 02:56:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 22251) by user root STOPPED"
"Oct 25, 2022 @ 02:56:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 22246) by user root STOPPED"
"Oct 25, 2022 @ 02:56:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 22251) by user root STARTED"
"Oct 25, 2022 @ 02:56:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 22246) by user root STARTED"
"Oct 25, 2022 @ 02:54:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 21224) by user root STOPPED"
"Oct 25, 2022 @ 02:54:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 21227) by user root STOPPED"
"Oct 25, 2022 @ 02:54:01.900","/bin/dash",sh,"/var/research",root,"process_error","/bin/sh, -c, sh test.sh","ERROR for PID 21256: failed to get namespaces for /bin/dash PID 21256: stat /proc/21256/ns/mnt: no such file or directory"
"Oct 25, 2022 @ 02:54:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 21224) by user root STARTED"
"Oct 25, 2022 @ 02:54:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 21227) by user root STARTED"
"Oct 25, 2022 @ 02:52:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 20203) by user root STOPPED"
"Oct 25, 2022 @ 02:52:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 20197) by user root STOPPED"
"Oct 25, 2022 @ 02:52:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 20203) by user root STARTED"
"Oct 25, 2022 @ 02:52:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 20197) by user root STARTED"
"Oct 25, 2022 @ 02:49:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 18664) by user root STOPPED"
"Oct 25, 2022 @ 02:49:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 18665) by user root STOPPED"
"Oct 25, 2022 @ 02:49:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 18664) by user root STARTED"
"Oct 25, 2022 @ 02:49:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 18665) by user root STARTED"
"Oct 25, 2022 @ 02:46:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 17128) by user root STOPPED"
"Oct 25, 2022 @ 02:46:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 17122) by user root STOPPED"
"Oct 25, 2022 @ 02:46:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 17122) by user root STARTED"
"Oct 25, 2022 @ 02:46:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 17128) by user root STARTED"
"Oct 25, 2022 @ 02:44:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 16097) by user root STOPPED"
"Oct 25, 2022 @ 02:44:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 16100) by user root STOPPED"
"Oct 25, 2022 @ 02:44:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 16097) by user root STARTED"
"Oct 25, 2022 @ 02:44:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 16100) by user root STARTED"
"Oct 25, 2022 @ 02:42:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 15071) by user root STOPPED"
"Oct 25, 2022 @ 02:42:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 15078) by user root STOPPED"
"Oct 25, 2022 @ 02:42:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 15078) by user root STARTED"
"Oct 25, 2022 @ 02:42:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 15071) by user root STARTED"
"Oct 25, 2022 @ 02:40:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 14051) by user root STOPPED"
"Oct 25, 2022 @ 02:40:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 14046) by user root STOPPED"
"Oct 25, 2022 @ 02:40:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 14051) by user root STARTED"
"Oct 25, 2022 @ 02:40:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 14046) by user root STARTED"
"Oct 25, 2022 @ 02:38:11.901","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 13022) by user root STOPPED"
"Oct 25, 2022 @ 02:38:11.901","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 13025) by user root STOPPED"
"Oct 25, 2022 @ 02:38:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 13022) by user root STARTED"
"Oct 25, 2022 @ 02:38:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 13025) by user root STARTED"
"Oct 25, 2022 @ 02:38:01.900","/bin/dash",sh,"/var/research",root,"process_error","/bin/sh, -c, sh test.sh","ERROR for PID 13265: failed to get namespaces for /bin/dash PID 13265: stat /proc/13265/ns/mnt: no such file or directory"
"Oct 25, 2022 @ 02:35:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 11489) by user root STOPPED"
"Oct 25, 2022 @ 02:35:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 11490) by user root STOPPED"
"Oct 25, 2022 @ 02:35:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 11489) by user root STARTED"
"Oct 25, 2022 @ 02:35:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 11490) by user root STARTED"
"Oct 25, 2022 @ 02:33:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 10464) by user root STOPPED"
"Oct 25, 2022 @ 02:33:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 10465) by user root STOPPED"
"Oct 25, 2022 @ 02:33:01.901","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 10465) by user root STARTED"
"Oct 25, 2022 @ 02:33:01.901","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 10464) by user root STARTED"
"Oct 25, 2022 @ 02:30:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 8925) by user root STOPPED"
"Oct 25, 2022 @ 02:30:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 8921) by user root STOPPED"
"Oct 25, 2022 @ 02:30:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 8921) by user root STARTED"
"Oct 25, 2022 @ 02:30:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 8925) by user root STARTED"
"Oct 25, 2022 @ 02:27:11.899","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 7387) by user root STOPPED"
"Oct 25, 2022 @ 02:27:11.899","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 7388) by user root STOPPED"
"Oct 25, 2022 @ 02:27:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 7387) by user root STARTED"
"Oct 25, 2022 @ 02:27:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 7388) by user root STARTED"
"Oct 25, 2022 @ 02:25:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 6362) by user root STOPPED"
"Oct 25, 2022 @ 02:25:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","sh, test.sh","Process sh (PID: 6367) by user root STOPPED"
"Oct 25, 2022 @ 02:25:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 6363) by user root STOPPED"
"Oct 25, 2022 @ 02:25:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c, sh test.sh","Process sh (PID: 6366) by user root STOPPED"
"Oct 25, 2022 @ 02:25:01.899","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c, sh test.sh","Process sh (PID: 6366) by user root STARTED"
"Oct 25, 2022 @ 02:25:01.899","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 6362) by user root STARTED"
"Oct 25, 2022 @ 02:25:01.899","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 6363) by user root STARTED"
"Oct 25, 2022 @ 02:25:01.899","/bin/dash",sh,"/var/research",root,"process_started","sh, test.sh","Process sh (PID: 6367) by user root STARTED"
"Oct 25, 2022 @ 02:22:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 4823) by user root STOPPED"
"Oct 25, 2022 @ 02:22:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c, sh test.sh","Process sh (PID: 5123) by user root STOPPED"
"Oct 25, 2022 @ 02:22:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","sh, test.sh","Process sh (PID: 5124) by user root STOPPED"
"Oct 25, 2022 @ 02:22:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 4820) by user root STOPPED"
"Oct 25, 2022 @ 02:22:01.900","/bin/dash",sh,"/var/research",root,"process_started","sh, test.sh","Process sh (PID: 5124) by user root STARTED"
"Oct 25, 2022 @ 02:22:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 4820) by user root STARTED"
"Oct 25, 2022 @ 02:22:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c, sh test.sh","Process sh (PID: 5123) by user root STARTED"
"Oct 25, 2022 @ 02:22:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 4823) by user root STARTED"
"Oct 25, 2022 @ 02:20:11.899","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 3797) by user root STOPPED"
"Oct 25, 2022 @ 02:20:11.899","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 3801) by user root STOPPED"
"Oct 25, 2022 @ 02:20:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 3797) by user root STARTED"
"Oct 25, 2022 @ 02:20:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 3801) by user root STARTED"
"Oct 25, 2022 @ 02:17:11.901","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 2263) by user root STOPPED"
"Oct 25, 2022 @ 02:17:11.901","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 2260) by user root STOPPED"
"Oct 25, 2022 @ 02:17:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 2263) by user root STARTED"
